image_name,comment_number,comment,,,,,,,
102030371.jpg,1, Guy in green shirt with hand covering part of his face in restaurant booth .,,,,,,,
102030371.jpg,2, Man sitting at a table at a restaurant with a glass of water .,,,,,,,
102030371.jpg,3, A man in a green sweater and black vest sitting in a booth .,,,,,,,
102030371.jpg,4, A boy in a green sweater is sitting at a table .,,,,,,,
1020651753.jpg,0, A white dog is trying to catch a ball in midair over a grassy field .,,,,,,,
1020651753.jpg,1, The white dog is playing in a green field with a yellow toy .,,,,,,,
1020651753.jpg,2, a black and white dog jumping in the air to get a toy .,,,,,,,
1020651753.jpg,3, A black and white dog jumps up towards a yellow toy .,,,,,,,
1020651753.jpg,4, A dog leaps to catch a ball in a field .,,,,,,,
1021293940.jpg,0, Two men are hiking in a forest where snow is partially covering the ground .,,,,,,,
1021293940.jpg,1, Two men hiking in the snowy wilderness .,,,,,,,
1021293940.jpg,2, Two hikers resting by a patch of snow .,,,,,,,
1021293940.jpg,3, Two men look up while hiking .,,,,,,,
1021293940.jpg,4, Two men hiking in the snow .,,,,,,,
1021332107.jpg,0, An elderly man with facial hair and glasses ,,,,,,,
1021332107.jpg,1, An older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet .,,,,,,,
1021332107.jpg,2, A middle-aged man with a white beard and glasses holds up a small ,,,,,,,
1021332107.jpg,3, A man showing off his new wooden creation .,,,,,,,
1021332107.jpg,4, A man with beard carrying a cabinet .,,,,,,,
1021439420.jpg,0, two guys sitting on the floor ,,,,,,,
1021439420.jpg,1, A elderly father and his grown son are preparing for a camping trip in the wild .,,,,,,,
1021439420.jpg,2, Two men sit on the floor with camping equipment .,,,,,,,
1021439420.jpg,3, Two men sitting on their living floor .,,,,,,,
1021439420.jpg,4, Two guys sorting through some items .,,,,,,,
1021442086.jpg,0, A bearded man wearing glasses ,,,,,,,
1021442086.jpg,1, A bearded traveler in a red shirt sitting in a car and reading a map .,,,,,,,
1021442086.jpg,2, A man wearing a baseball cap is sitting in a car looking at a map .,,,,,,,
1021442086.jpg,3, a man in a red t-shirt is sitting in a car looking at a map .,,,,,,,
1021442086.jpg,4, A man trying to decipher a map .,,,,,,,
1022454332.jpg,0, a large lake with a lone duck swimming in it with several people around the edge of it .,,,,,,,
1022454332.jpg,1, A young boy waves his hand at the duck in the water surrounded by a green park .,,,,,,,
1022454332.jpg,2, Two people are at the edge of a lake ,,,,,,,
1022454332.jpg,3, A child and a woman are at waters edge in a big city .,,,,,,,
1022454332.jpg,4, A little boy at a lake watching a duck .,,,,,,,
1022454428.jpg,0, A couple and an infant ,,,,,,,
1022454428.jpg,1, A man and woman care for an infant along the side of a body of water .,,,,,,,
1022454428.jpg,2, A couple with their newborn baby sitting under a tree facing a lake .,,,,,,,
1022454428.jpg,3, Couple with a baby sit outdoors next to their stroller .,,,,,,,
1022454428.jpg,4, A couple sit on the grass with a baby and stroller .,,,,,,,
102268204.jpg,0, Three men are standing at night near a black car near a shelter filled with bicycles .,,,,,,,
102268204.jpg,1, Some men standing in front of a building next to a parked car .,,,,,,,
102268204.jpg,2, There are a lot of bikes parked under the curved roof tonight .,,,,,,,
102268204.jpg,3, police questioning the driver of a black wagon at nighttime .,,,,,,,
102268204.jpg,4, Men under a dome beside a black station wagon .,,,,,,,
1022975728.jpg,0, A black lab with tags frolicks in the water .,,,,,,,
1022975728.jpg,1, This is a black dog splashing in the water .,,,,,,,
1022975728.jpg,2, The black dog runs through the water .,,,,,,,
1022975728.jpg,3, A black dog running in the surf .,,,,,,,
1022975728.jpg,4, A dog splashes in the water,,,,,,,
102351840.jpg,0, A man is drilling through the frozen ice of a pond .,,,,,,,
102351840.jpg,1, A person in the snow drilling a hole in the ice .,,,,,,,
102351840.jpg,2, A person standing on a frozen lake .,,,,,,,
102351840.jpg,3, A man drilling a hole in the ice .,,,,,,,
102351840.jpg,4, Two men are ice fishing .,,,,,,,
1024138940.jpg,0, Two different breeds of brown and white dogs play on the beach .,,,,,,,
1024138940.jpg,1, Two dogs are making a turn on a soft sand beach .,,,,,,,
1024138940.jpg,2, Two large tan dogs play along a sandy beach .,,,,,,,
1024138940.jpg,3, Two dogs playing in the sand at the beach .,,,,,,,
1024138940.jpg,4, Two dogs playing together on a beach .,,,,,,,
102455176.jpg,0, an ice climber in a blue jacket and black pants is scaling a frozen ice wall .,,,,,,,
102455176.jpg,1, A person in blue and red ice climbing with two picks .,,,,,,,
102455176.jpg,2, A man uses ice picks and crampons to scale ice .,,,,,,,
102455176.jpg,3, An ice climber scaling a frozen waterfall .,,,,,,,
102455176.jpg,4, Climber climbing an ice wall,,,,,,,
1024613706.jpg,0, Two young men and a young lady walk through a field near the water .,,,,,,,
1024613706.jpg,1, Three people walking through a beautiful meadow towards the ocean .,,,,,,,
1024613706.jpg,2, Two men and a woman are walking through a field .,,,,,,,
1024613706.jpg,3, Two males and one female walking on a path .,,,,,,,
1024613706.jpg,4, Three people walking on a path in a meadow .,,,,,,,
102520526.jpg,0, A man in black attire shovels snow into the street ,,,,,,,
102520526.jpg,1, Man in black jacket gray snow cap ,,,,,,,
102520526.jpg,2, A man shoveling snow off the roads and sidewalks in a city .,,,,,,,
102520526.jpg,3, A person is cleaning snow and ice off of a city sidewalk .,,,,,,,
102520526.jpg,4, A man shovels slush of the street .,,,,,,,
102575576.jpg,0, A couple in their wedding attire stand behind a table with a wedding cake and flowers .,,,,,,,
102575576.jpg,1, A bride and groom are standing in front of their wedding cake at their reception .,,,,,,,
102575576.jpg,2, A bride and groom smile as they view their wedding cake at the reception .,,,,,,,
102575576.jpg,3, A couple stands behind their wedding cake .,,,,,,,
102575576.jpg,4, Man and woman cutting wedding cake .,,,,,,,
102617084.jpg,0, Five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat , blue coat , and black coat .,,,,,
102617084.jpg,1, Five people wearing winter jackets and helmets stand in the snow ,,,,,,,
102617084.jpg,2, Five people wearing winter clothing ,,,,,,,
102617084.jpg,3, A group of snowmobile riders gather in the snow .,,,,,,,
102617084.jpg,4, Group gathered to go snowmobiling .,,,,,,,
1026685415.jpg,0, A black dog carries a green toy in his mouth as he walks through the grass .,,,,,,,
1026685415.jpg,1, A wet black dog is carrying a green toy through the grass .,,,,,,,
1026685415.jpg,2, A black dog carrying something through the grass .,,,,,,,
1026685415.jpg,3, A dog in grass with a blue item in his mouth .,,,,,,,
1026685415.jpg,4, A black dog has a blue toy in its mouth .,,,,,,,
1026792563.jpg,0, A group of woman and children are standing or sitting in front of rows of vegetables .,,,,,,,
1026792563.jpg,1, A group of women are trying to sell their vegetable harvest .,,,,,,,
1026792563.jpg,2, People lay out vegetables on blankets at a street market .,,,,,,,
1026792563.jpg,3, Villagers selling their crops at the market .,,,,,,,
1026792563.jpg,4, These are some very large onions .,,,,,,,
1027149103.jpg,0, A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .,,,,,,,
1027149103.jpg,1, In a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt .,,,,,,,
1027149103.jpg,2, A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .,,,,,,,
1027149103.jpg,3, A man in an orange shirt sings for the crowd below a sign that says Lucky 13 .,,,,,,,
1027149103.jpg,4, A punk rocker screaming on stage at concert .,,,,,,,
1027211271.jpg,0, A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .,,,,,,,
1027211271.jpg,1, A young man is in midair while skateboarding at a skate park with people watching him in the background .,,,,,,,
1027211271.jpg,2, This person is performing a trick in skateboarding competition ,,,,,,,
1027211271.jpg,3, A boy jumps on his skateboard while a crowd watches,,,,,,,
1027211271.jpg,4, Someone skateboarding at a skate park .,,,,,,,
1028205764.jpg,0, A man and a little boy in blue life jackets are rowing a yellow canoe .,,,,,,,
1028205764.jpg,1, A man and a baby are in a yellow kayak on water .,,,,,,,
1028205764.jpg,2, A man and child kayak through gentle waters .,,,,,,,
1028205764.jpg,3, A man and young boy ride in a yellow kayak .,,,,,,,
1028205764.jpg,4, Man and child in yellow kayak,,,,,,,
102851549.jpg,0, A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .,,,,,,,
102851549.jpg,1, Three people on a porch ,,,,,,,
102851549.jpg,2, A woman in a dark dress smiles while a woman across from her and a child sit in chairs .,,,,,,,
102851549.jpg,3, Two people are sitting on a bench ,,,,,,,
102851549.jpg,4, Two women ,,,,,,,
102860573.jpg,0, A construction site on a street with three men working .,,,,,,,
102860573.jpg,1, Two men wearing hard hats are in a construction area .,,,,,,,
102860573.jpg,2, Two men in orange vests work in road construction .,,,,,,,
102860573.jpg,3, Construction workers installing a light post .,,,,,,,
102860573.jpg,4, Workers in orange vests work in a street .,,,,,,,
10287332.jpg,0, Two men sitting on the roof of a house while another one stands on a ladder .,,,,,,,
10287332.jpg,1, Two men on a rooftop while another man stands atop a ladder watching them,,,,,,,
10287332.jpg,2, Three men ,,,,,,,
10287332.jpg,3, People are fixing the roof of a house .,,,,,,,
10287332.jpg,4, Three men are working on a roof .,,,,,,,
1028982826.jpg,0, Two men ,,,,,,,
1028982826.jpg,1, A man in a yellow shirt , behind them a tall billboard for sunglasses and prescription glasses .,,,,,,
1028982826.jpg,2, Two men sitting on a bench talking ,,,,,,,
1028982826.jpg,3, Two men sitting on a bench in front of a sign with a picture of man and a lady .,,,,,,,
1028982826.jpg,4, 2 men are sitting at a bench outside the airport in front of a billboard .,,,,,,,
1029450589.jpg,0, An adult wearing a gray shirt with red sleeves sleeping on a couch .,,,,,,,
1029450589.jpg,1, A woman in black pants napping on the couch .,,,,,,,
1029450589.jpg,2, A man sleeping in a green room on a couch .,,,,,,,
1029450589.jpg,3, The young woman is sleeping in her room .,,,,,,,
1029450589.jpg,4, A long-haired man sleeping on a couch,,,,,,,
1029737941.jpg,0, Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .,,,,,,,
1029737941.jpg,1, A kid wearing headphones sits on his mom 's shoulders while in a crowd .,,,,,,,
1029737941.jpg,2, A boy with headphones on sitting on top of a woman 's shoulders .,,,,,,,
1029737941.jpg,3, A child with headphones riding on his mother 's shoulders .,,,,,,,
1029737941.jpg,4, A boy wearing headphones sits on a woman 's shoulders .,,,,,,,
1029802110.jpg,0, During a gay pride parade in an Asian city ,,,,,,,
1029802110.jpg,1, A group of youths march down the street waving flags showing the color spectrum .,,,,,,,
1029802110.jpg,2, Oriental people with rainbow flags walking down a city street .,,,,,,,
1029802110.jpg,3, A group of people walk down the street waving rainbow flags .,,,,,,,
1029802110.jpg,4, People are outside waving flags .,,,,,,,
102998070.jpg,0, A young man in a blue sweater cleaning fish while three other men watch ,,,,,,,
102998070.jpg,1, Three older men stare into the pan of a street vendor who is cooking fish .,,,,,,,
102998070.jpg,2, Three old men are watching another man prepare fish .,,,,,,,
102998070.jpg,3, A fish sellers stock is looked upon by two old men .,,,,,,,
102998070.jpg,4, Three men watch as fish is being prepared .,,,,,,,
1030041880.jpg,0, Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .,,,,,,,
1030041880.jpg,1, A red-haired woman in a white top and green and white skirt is singing into a microphone .,,,,,,,
1030041880.jpg,2, A woman in a white tank top with a green flowing skirt ,,,,,,,
1030041880.jpg,3, A woman in a green skirt and white tank top singing into a microphone .,,,,,,,
1030041880.jpg,4, A girl in a green skirt is singing Karaoke .,,,,,,,
103031977.jpg,0, Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building,,,,,,,
103031977.jpg,1, Two guys and two girls sitting on the stairs outside of a building .,,,,,,,
103031977.jpg,2, Four people sit on the steps of the entrance to a building .,,,,,,,
103031977.jpg,3, two men and two women sitting on steps outdoors .,,,,,,,
103031977.jpg,4, Multiple students sitting on stairs at a school .,,,,,,,
1030985833.jpg,0, The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,,,,,,,
1030985833.jpg,1, A brown and black lab are outside and the black lab is catching a toy in its mouth .,,,,,,,
